tmdb_id,imdb_id,titulo_es,titulo_en,titulo_original,titulo_archivo,anio,decada,fecha_estreno,generos,director,guionistas,compositor,elenco,personajes,duracion_min,sinopsis,sinopsis_en,tagline,tagline_en,certificacion,idioma_original,idiomas_hablados,paises,productoras,keywords,coleccion_tmdb,presupuesto_usd,recaudacion_usd,tmdb_rating,tmdb_votos,popularidad,poster_path,backdrop_path,disco,coleccion,tipo,estado,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,n_copias,todas_ubicaciones
87502,tt1907668,El vuelo (Flight),Flight,Flight,Flight,2012,2010s,2012-02-22,Drama,Robert Zemeckis,John Gatins,Alan Silvestri,"Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Bruce Greenwood, Brian Geraghty",,138,"Tras un aterrizaje de emergencia en medio del campo gracias al cual salvan la vida un centenar de pasajeros, el comandante Whip Whitaker (Denzel Washington), que pilotaba el avión, es considerado un héroe nacional. Sin embargo, cuando se pone en marcha la investigación para determinar las causas de la avería, se averigua que el capitán tenía exceso de alcohol en la sangre.","Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",Un Film de Robert Zemeckis,Some miracles are not what they seem.,R,en,English,United States of America,"Paramount Pictures, ImageMovers, Parkes+MacDonald Image Nation","airplane, confession, investigation, pilot, emergency landing, flight, alcoholism, f word, hangover, airplane accident, airplane crash, syringe, denial, baseball stadium, perjury, national transportation safety board, flying upside down, narcissist, relapse, substance abuse, hard, cautionary, inspirational, dramatic",NA,31000000,161772575,6.859,6415,6.0005,https://image.tmdb.org/t/p/w500/cyjYllErGNrju2nwgt7D0XdpYC0.jpg,https://image.tmdb.org/t/p/w1280/lKaBnmdtFlyec6SGBLbdwXSrrRi.jpg,library_pt1,Colección,Película,coleccion,NA,2012 - Flight.mp4,mp4,2212,/Volumes/library_pt1/2010s/2012 - Flight.mp4,1,library_pt1: 2012 - Flight.mp4 (2212 MB)
91586,tt2226417,Insidious: Capítulo 2,Insidious: Chapter 2,Insidious: Chapter 2,Insidious Chapter,2013,2010s,2013-09-12,"Terror, Suspense",James Wan,Leigh Whannell,Joseph Bishara,"Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey, Steve Coulter",,105,"Los Lambert creen que han derrotado a los espíritus que han perseguido a su familia, pronto descubrirán que el mal no es tan fácil de vencer.",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,Se llevará lo que mas amas.,It will take what you love most.,PG-13,en,English,United States of America,"Blumhouse Productions, Stage 6 Films, Entertainment One, FilmDistrict","supernatural, medium, haunted house, possession, sequel, evil spirit, demon, family, ghost, bride in black, other dimension, insidious, supernatural horror, suspenseful, horror, intense, sinister",Insidious - Colección,5000000,161921515,6.68,4540,9.313,https://image.tmdb.org/t/p/w500/ybzJLYR0AbtFphcj6kMqe08Ak1F.jpg,https://image.tmdb.org/t/p/w1280/i9oyhCYxIYH2082J0Rc3a3jQjRB.jpg,horror,Terror,Película,pendiente,NA,2013 - Insidious Chapter 2.mp4,mp4,1686.7,/Volumes/horror/horror to-watch/2013 - Insidious Chapter 2.mp4,1,horror: 2013 - Insidious Chapter 2.mp4 (1686.7 MB)
96721,tt1979320,Rush,Rush,Rush,Rush,2013,2010s,2013-09-02,"Drama, Acción",Ron Howard,Peter Morgan,Hans Zimmer,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder",,122,"Narra la rivalidad que mantuvieron dos grandes pilotos de Fórmula 1, el británico James Hunt y el austriaco Niki Lauda, sobre todo en 1976, año en el que Lauda sufrió un gravísimo accidente que casi le costó la vida.","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.","Cuanto mas cerca estas de la muerte, mas vivo te sientes.",Everyone's driven by something.,R,en,"English, German, Italian, French","United Kingdom, United States of America","Revolution Films, Working Title Films, Imagine Entertainment","car race, sports, world champion, based on true story, racing, adventurer, formula one (f1), serious, ambivalent, compassionate, exhilarated",NA,38000000,90200000,7.736,7781,8.1878,https://image.tmdb.org/t/p/w500/AqnOb3S6C9yttv9b2ZmrdZALmxR.jpg,https://image.tmdb.org/t/p/w1280/D3eDUNEzJPBDG3TCJcR7RyRgTA.jpg,library_pt1,Colección,Película,coleccion,NA,2013 - Rush.mp4,mp4,1951.4,/Volumes/library_pt1/2010s/2013 - Rush.mp4,1,library_pt1: 2013 - Rush.mp4 (1951.4 MB)
106646,tt0993846,El lobo de Wall Street,The Wolf of Wall Street,The Wolf of Wall Street,The Wolf of Wall Street,2013,2010s,2013-12-25,"Crimen, Drama, Comedia",Martin Scorsese,Terence Winter,,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner",,180,"Película basada en hechos reales del corredor de bolsa neoyorquino Jordan Belfort. A mediados de los años 80, Belfort era un joven honrado que perseguía el sueño americano, pero pronto en la agencia de valores aprendió que lo más importante no era hacer ganar a sus clientes, sino ser ambicioso y ganar una buena comisión. Su enorme éxito y fortuna le valió el mote de ""El lobo de Wall Street"". Dinero. Poder. Mujeres. Drogas. Las tentaciones abundaban y el temor a la ley era irrelevante. Jordan y su manada de lobos consideraban que la discreción era una cualidad anticuada; nunca se conformaban con lo que tenían.","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",Ganar. Gastar. Fiesta.,Earn. Spend. Party.,R,en,"English, French",United States of America,"Red Granite Pictures, Appian Way, Sikelia Productions, EMJAG Productions","corruption, based on novel or book, drug addiction, anti hero, con man, fraud, wall street, biography, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, cynical, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, desire for fame, financial market, fame-seeking, black monday, hilarious, intense, based on real person, financial drama",NA,100000000,407038432,8.027,25803,25.2331,https://image.tmdb.org/t/p/w500/uthRoUeTtiep5HCoySlOjQSPCbJ.jpg,https://image.tmdb.org/t/p/w1280/7Nwnmyzrtd0FkcRyPqmdzTPppQa.jpg,library_pt1,Colección,Película,coleccion,NA,2013 - The Wolf of Wall Street (4K).mkv,mkv,39107.8,/Volumes/library_pt1/2010s/2013 - The Wolf of Wall Street (4K).mkv,1,library_pt1: 2013 - The Wolf of Wall Street (4K).mkv (39107.8 MB)
107985,tt1213663,Bienvenidos al fin del mundo,The World's End,The World's End,The World's End,2013,2010s,2013-07-18,"Comedia, Acción, Ciencia ficción",Edgar Wright,"Edgar Wright, Simon Pegg",Steven Price,"Simon Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan, Rosamund Pike",,109,"Cinco amigos de la infancia se reúnen después de 20 años porque uno de ellos está empeñado en volver a probar suerte en un maratón alcohólico que nunca pudieron llegar a completar. Gary King, un cuarentón que todavía no ha conseguido superar la adolescencia, convence a sus cuatro reacios amigos y los arrastra a su pueblo natal en un desesperado intento por llegar al famoso pub “The World’s End”. Pero mientras intentan reconciliar el presente con el pasado, empiezan a darse cuenta de que la auténtica lucha debe librarse por el futuro, y no solo el suyo, sino el de toda la humanidad. Llegar al pub “The World’s End” es ahora el último de sus problemas.",Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,Prepárate para ser aniquilado.,Good food. Fine ales. Total annihilation.,R,en,English,"United Kingdom, United States of America","Big Talk Studios, Working Title Films, Relativity Media, Working Title Films","addiction, alcoholism, end of the world, apocalypse, homage, pub, hilarious, pub crawl",NA,20000000,46100000,6.809,5846,5.3057,https://image.tmdb.org/t/p/w500/2zKG8FBn5AzGHgKLUMCyDLTUgDv.jpg,https://image.tmdb.org/t/p/w1280/stAPkorBeBkvEZ6DQs30Ke4cPyr.jpg,library_pt1,Colección,Película,coleccion,NA,2013 - The World's End (4K).mkv,mkv,17819.6,/Volumes/library_pt1/2010s/2013 - The World's End (4K).mkv,1,library_pt1: 2013 - The World's End (4K).mkv (17819.6 MB)
108972,tt2308725,Sin Rastro,Helpless,화차,Triumph of the Nerds - E03 - Great Artists Steal,2012,2010s,2012-03-08,"Misterio, Suspense",변영주,변영주,김홍집,"김민희, Lee Sun-kyun, Cho Seong-ha, 송하윤, 최덕문, 이희준",,117,Un hombre buscará a su novia desaparecida poco antes de su boda mientras descubre su verdadera identidad.,"A woman suddenly disappears. Her fiance then sets out to find her and, in the process, uncovers layers of dark hidden secrets.",,Spread her wings only to fall deeper.,NA,ko,Korean,South Korea,Filament Pictures,"secret identity, missing person, woman director",NA,NA,16,7.045,89,1.6943,https://image.tmdb.org/t/p/w500/jVXQhAnjgp6HAmXsSQcZEcL1sNj.jpg,https://image.tmdb.org/t/p/w1280/A6pz86y4OqRHbGVkEf76yKMg4yW.jpg,library_pt2,Documentales,Documental,coleccion,Triumph of the Nerds,Triumph of the Nerds - E03 - Great Artists Steal (1996).avi,avi,501,/Volumes/library_pt2/documentaries collection/Triumph of the Nerds/Triumph of the Nerds - E03 - Great Artists Steal (1996).avi,1,library_pt2: Triumph of the Nerds - E03 - Great Artists Steal (1996).avi (501 MB)
109424,tt1535109,Capitán Phillips,Captain Phillips,Captain Phillips,Captain Phillips,2013,2010s,2013-10-10,"Acción, Drama, Suspense",Paul Greengrass,Billy Ray,Henry Jackman,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Faysal  Ahmed, Mahat M. Ali, Michael Chernus",,134,"En el año 2009, en aguas internacionales a 145 millas de la costa de Somalia, en el cuerno de África, el buque carguero “Maersk Alabama”, al mando del capitán de la marina mercante estadounidense Richard Phillips, fue abordado y retenido por piratas somalíes, siendo el primer barco norteamericano secuestrado en los últimos doscientos años.","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Aquí fuera la supervivencia lo es todo.,Out here survival is everything.,PG-13,en,"English, Somali",United States of America,"Columbia Pictures, Michael De Luca Productions, Scott Rudin Productions, Trigger Street Productions","ship, africa, fisherman, hijacking, somalia, based on true story, poverty, pirate, terrorism, commando, cargo ship, ship hijacking, somali, set in africa",NA,55000000,218791811,7.539,7444,5.8653,https://image.tmdb.org/t/p/w500/mW3rSOoC99HX6tBUEU3j6Mn4d4H.jpg,https://image.tmdb.org/t/p/w1280/ihdFypo7MyfJvDSjK7Sbnsjhu8H.jpg,library_pt1,Colección,Película,coleccion,NA,2023 - Captain Phillips.mkv,mkv,4104.3,/Volumes/library_pt1/2020s/2023 - Captain Phillips.mkv,2,library_pt1: 2013 - Captain Phillips.mp4 (2137 MB) | library_pt1: 2023 - Captain Phillips.mkv (4104.3 MB)
109428,tt1288558,Posesión infernal (Evil Dead),Evil Dead,Evil Dead,Evil Dead,2013,2010s,2013-04-05,Terror,Fede Álvarez,"Fede Álvarez, Rodo Sayagues",Roque Baños,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore, Phoenix Connolly",,90,"Cinco amigos se alojan en una cabaña de Tenessee para así poder ayudar a una de los jóvenes, que se encuentra en rehabilitación por drogas. Estar sin sus drogas convierte a la chica en una persona agresiva, lo que llevará a sus amigos a no darse cuenta de que en realidad esta poseída por demonios que fueron desatados al leer el Necromicon... Remake del clásico de Raimi.","Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia.",La experiencia mas aterradora que vas a vivir.,Fear what you will become.,R,en,"English, Welsh",United States of America,"TriStar Pictures, FilmDistrict, Ghost House Pictures","evil spirit, remake, demon, survival horror, book of the dead, necronomicon, aftercreditsstinger, duringcreditsstinger, supernatural power, lovecraftian, whimsical, evil resurrection",NA,17000000,99010045,6.587,4980,7.6196,https://image.tmdb.org/t/p/w500/w0BrfbkdKReQsyilSpZtjEE9ZQ5.jpg,https://image.tmdb.org/t/p/w1280/6RDgtEBzjuF7W25DVziXRABchpX.jpg,horror,Terror,Película,coleccion,NA,2013 - Evil Dead (Extended).mp4,mp4,1538.4,/Volumes/horror/horror collection/2013 - Evil Dead (Extended).mp4,2,horror: 2013 - Evil Dead (Extended).mp4 (1538.4 MB) | library_pt1: 2013 - Evil Dead (Extended).mp4 (1538.4 MB)
116745,tt0359950,La vida secreta de Walter Mitty,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,2010s,2013-12-18,"Aventura, Comedia, Drama, Fantasía",Ben Stiller,Steven Conrad,Theodore Shapiro,"Ben Stiller, Kristen Wiig, Sean Penn, Shirley MacLaine, Adam Scott, Kathryn Hahn",,114,"Remake de ""La vida secreta de Walter Mitty"", película estrenada en 1947 y que fue dirigida por Norman Z. McLeod. La historia se basaba en un relato de James Thurber que giraba en torno al tímido empleado de una editorial que consigue evadirse de su gris existencia imaginando que es el héroe de grandes aventuras; un día, su sueño se hace realidad cuando conoce a una misteriosa mujer que le implica en una peligrosa misión.",A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,"No sueñes tu vida, vive tus sueños.",Stop dreaming. Start living.,PG,en,"English, Icelandic, Spanish","United Kingdom, United States of America","Samuel Goldwyn Films, Red Hour, New Line Cinema, Big Screen Productions, Down Productions, Ingenious Media, 20th Century Fox, TSG Entertainment","himalaya mountain range, photographer, iceland, daydream, magazine, photograph, shark, fired from the job, dreamer, online dating, daydreaming, frantic, excited, joyful",NA,90000000,188133322,7.217,8202,7.6386,https://image.tmdb.org/t/p/w500/9eE50Pvy1RZXZwR7DN9AK9DiF5Q.jpg,https://image.tmdb.org/t/p/w1280/pzMrxeP9XkKOtQVUBPTq5yk4ck5.jpg,library_pt1,Colección,Película,coleccion,NA,2013 - The Secret Life of Walter Mitty.mp4,mp4,1889.4,/Volumes/library_pt1/2010s/2013 - The Secret Life of Walter Mitty.mp4,1,library_pt1: 2013 - The Secret Life of Walter Mitty.mp4 (1889.4 MB)
116835,tt2296909,Pink Floyd: The Story of Wish You Were Here,Pink Floyd: The Story of Wish You Were Here,Pink Floyd: The Story of Wish You Were Here,Pink Floyd The Story of Wish You Were Here,2012,2010s,2012-06-26,"Documental, Música",John Edginton,,,"Roger Waters, David Gilmour, Nick Mason, Storm Thorgerson, Richard Wright",,85,,"Wish You Were Here, released in September 1975, was the follow up album to the globally successful The Dark Side Of The Moon and is cited by many fans, as well as band members Richard Wright and David Gilmour, as their favorite Pink Floyd album. On release it went straight to Number One in both the UK and the US and topped the charts in many other countries around the world. This program tells the story of the making of this landmark release through new interviews with Roger Waters, David Gilmour and Nick Mason and archive interviews with the late Richard Wright. Also featured are sleeve designer Storm Thorgerson, guest vocalist Roy Harper, front cover burning man Ronnie Rondell and others involved in the creation of the album. In addition, original recording engineer Brian Humphries revisits the master tapes at Abbey Road Studios to illustrate aspects of the songs construction.",,,PG,en,"English, French",United Kingdom,Eagle Rock Entertainment,"rock band, record album, progressive rock, recording session, celebrity interview, progressive music movement, pink floyd, progressive rock group",NA,15732,NA,7.317,52,0.3828,https://image.tmdb.org/t/p/w500/yNoWIRIh3VQPMEEYpQnGSmyJk3F.jpg,https://image.tmdb.org/t/p/w1280/j6KrMlP36bXxQteJGT61Aw5BZaM.jpg,library_pt2,Documentales,Documental,coleccion,NA,2012 - Pink Floyd The Story of Wish You Were Here.mp4,mp4,1170.8,/Volumes/library_pt2/documentaries collection/2012 - Pink Floyd The Story of Wish You Were Here.mp4,1,library_pt2: 2012 - Pink Floyd The Story of Wish You Were Here.mp4 (1170.8 MB)
117691,tt1954470,Gangs of Wasseypur. Parte 1,Gangs of Wasseypur - Part 1,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,Gangs of Wasseypur (Part 1),2012,2010s,2012-06-22,"Acción, Suspense, Crimen",Anurag Kashyap,"Zeishan Quadri, Anurag Kashyap","G. V. Prakash Kumar, Sneha Khanwalkar","मनोज बाजपेयी, Richa Chadha, Tigmanshu Dhulia, Nawazuddin Siddiqui, Reema Sen, Huma Qureshi",,159,"Shahid Khan y Sultana Daku son dos asaltadores de trenes rivales. Cuando Shahid se convierte en un renegado, se ve obligado a trabajar en la mina propiedad de Ramadhir Singh. Años después, su hijo Sardar querrá restaurar el honor de su padre, iniciando una venganza contra el clan Daku que lo convertirá en uno de los hombres más temidos en la India.","In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier.",,I am a hunter... dekho meri gun!,NA,hi,Hindi,India,"Anurag Kashyap Films, Jar Pictures, Tipping Point Films, Viacom18 Studios","mafia, gang, coal mining",Gangs of Wasseypur - Colección,1400000,4100000,7.063,429,1.9378,https://image.tmdb.org/t/p/w500/k0FekXjOO5dNindVos0P94SCCCJ.jpg,https://image.tmdb.org/t/p/w1280/eByyqLrrdYySwYjus5RVCgbCNOD.jpg,movies to-watch,Películas,Película,pendiente,NA,2012 - Gangs of Wasseypur (Part 1).mp4,mp4,2436.5,/Volumes/movies to-watch/movies to-watch/2012 - Gangs of Wasseypur (Part 1).mp4,1,movies to-watch: 2012 - Gangs of Wasseypur (Part 1).mp4 (2436.5 MB)
118340,tt2015381,Guardianes de la galaxia,Guardians of the Galaxy,Guardians of the Galaxy,Guardians of the Galaxy,2014,2010s,2014-07-30,"Acción, Ciencia ficción, Aventura",James Gunn,"James Gunn, Nicole Perlman",Tyler Bates,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace",,120,"El temerario aventurero Peter Quill es objeto de un implacable cazarrecompensas después de robar una misteriosa esfera codiciada por Ronan, un poderoso villano cuya ambición amenaza todo el universo. Para poder escapar del incansable Ronan, Quill se ve obligado a pactar una complicada tregua con un cuarteto de disparatados inadaptados: Rocket, un mapache armado con un rifle, Groot, un humanoide con forma de árbol, la letal y enigmática Gamora y el vengativo Drax the Destroyer. Pero cuando Quill descubre el verdadero poder de la esfera, deberá hacer todo lo posible para derrotar a sus extravagantes rivales en un intento desesperado de salvar el destino de la galaxia.","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","Cuando las cosas se pongan mal, darán lo peor.","When things get bad, they'll do their worst.",PG-13,en,English,United States of America,Marvel Studios,"spacecraft, based on comic, space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",Guardianes de la galaxia - Colección,170000000,772776600,7.904,29593,9.2748,https://image.tmdb.org/t/p/w500/zqZNnuMtrmK99Xux91KiCdnZxgb.jpg,https://image.tmdb.org/t/p/w1280/uLtVbjvS1O7gXL8lUOwsFOH4man.jpg,library_pt1,Colección,Película,coleccion,NA,2014 - Guardians of the Galaxy.mkv,mkv,3080.5,/Volumes/library_pt1/2010s/2014 - Guardians of the Galaxy.mkv,1,library_pt1: 2014 - Guardians of the Galaxy.mkv (3080.5 MB)
120467,tt2278388,El gran hotel Budapest,The Grand Budapest Hotel,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,2010s,2014-02-26,"Comedia, Drama",Wes Anderson,Wes Anderson,Alexandre Desplat,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum",,99,"El Sr. Gustave H., un legendario conserje de un famoso hotel europeo de entreguerras, entabla amistad con Zero Moustafa, un joven empleado al que convierte en su protegido. La historia trata sobre el robo y la recuperación de una pintura renacentista de valor incalculable y sobre la batalla que enfrenta a los miembros de una familia por una inmensa fortuna. Como telón de fondo, los levantamientos que transformaron Europa durante la primera mitad del siglo XX.","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",,A murder case of Madam D. with enormous wealth and the most outrageous events surrounding her sudden death!,R,en,"English, French","United States of America, Germany","Fox Searchlight Pictures, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures","hotel, painting, wartime, eastern europe, author, gunfight, theft, period drama, bellhop  , mentor protégé relationship, european, hotel lobby, renaissance painting, 1960s, 1930s, witty, hilarious, comforting",NA,30000000,174600318,8.029,16001,12.5259,https://image.tmdb.org/t/p/w500/1wk0vpNCX5T40KsGQKjfoDAhmJw.jpg,https://image.tmdb.org/t/p/w1280/9udCLTxTFl28RxnK8Q05E154ZGa.jpg,library_pt1,Colección,Película,coleccion,NA,2014 - The Grand Budapest Hotel.mkv,mkv,3581.4,/Volumes/library_pt1/2010s/2014 - The Grand Budapest Hotel.mkv,1,library_pt1: 2014 - The Grand Budapest Hotel.mkv (3581.4 MB)
123105,tt1713476,The Bay,The Bay,The Bay,The Bay,2012,2010s,2012-09-13,"Terror, Ciencia ficción, Suspense",Barry Levinson,Michael Wallach,Marcelo Zarvos,"Kristen Connolly, Will Rogers, Michael Beasley, Christopher Denham, Kenny Alfonso, Kether Donohue",,84,"Thriller con tintes de terror ecológico que implica una serie de llamadas a números 911, grabaciones de cámaras de móvil y otros medios sobre un brote viral en Maryland, donde una especie de desastre ecológico traerá el caos y la miseria.","Two million fish washed ashore. One thousand blackbirds dropped from the sky. On July 4, 2009 a deadly menace swept through the quaint seaside town of Claridge, Maryland, but the harrowing story of what happened that Independence Day has never been told—until now. The authorities believed they had buried the truth about the tragedy that claimed over 700 human lives. Now, three years later, a reporter has emerged with footage revealing the cover-up and an unimaginable killer: a mysterious parasitic outbreak. Told from the perspective of those who were there and saw what happened, The Bay unfolds over 24 hours through people's iPhones, Androids, 911 calls, webcams, and whatever else could be used to document the nightmare in Claridge. What follows is a nerve-shredding tale of a small town plunged into absolute terror.",,Panic feeds on fear.,R,en,English,United States of America,"Baltimore Pictures, Hydraulx, Automatik Entertainment, Haunted Movies, Roadside Attractions, Lionsgate, Alliance Films, IM Global","zombie, parasite, found footage, pov (point of view), cautionary tale, multiple organisms, pseudo-documentary, faux documentary, hybrid found footage",NA,2000000,1581252,5.793,861,2.1488,https://image.tmdb.org/t/p/w500/fnmYgr4AOOE09zKa7omPW1FWT8K.jpg,https://image.tmdb.org/t/p/w1280/qCaDSX1UjgWRGeh5Cmj9SAUbS1L.jpg,horror,Found Footage,Película,coleccion,NA,2012 - The Bay.mkv,mkv,5592.4,/Volumes/horror/found footage collection/2012 - The Bay.mkv,1,horror: 2012 - The Bay.mkv (5592.4 MB)
124470,tt1988621,Existe,Exists,Exists,Exists,2014,2010s,2014-03-17,Terror,Eduardo Sánchez,Jamie Nash,,"Denise Williamson, Samuel Davis, Roger Edwards, Chris Osborn, Dora Madison, Brian Steele",,81,"Un grupo de amigos, chicos jóvenes de unos 20 años, se reúnen para pasar unos días en una cabaña. El lugar elegido es un remoto bosque de Texas, en donde pueden pasárselo bien sin molestar a nadie.  Al poco tiempo de llegar al bosque pasa algo extraño. Ellos no creen en las leyendas, casi ningún joven lo hace, pero por la zona dicen que allí habita un pie grande, una bestia que se conoce en todo el mundo como Bigfoot.  Los chicos tendrán que creer en esta leyenda, porque van a ser cazados por una de estas bestias milenarias, lo que no terminará bien para ellos. Así, el fin de semana de fiesta se va a convertir en un fin de semana de supervivencia.  El director es el mismo que el de la mítica película “La Bruja de Blair”, y la película también está rodada en primera persona, por lo que si te gustó aquella, seguro que esta te va a encantar.",A group of friends venture into the remote Texas woods for a party weekend and find themselves stalked by Bigfoot.,,The legend is real. So is the terror.,R,en,English,United States of America,"Miscellaneous Entertainment, Court Five, Haxan Films","shotgun, texas, wilderness, bigfoot, creature, cabin in the woods, found footage, pov (point of view), sasquatch, pseudo-documentary, faux documentary, found footage adjacent, hybrid found footage",NA,NA,413767,5.529,385,2.0451,https://image.tmdb.org/t/p/w500/pfUZN919PZOCbD4HPa9h3nVMij5.jpg,https://image.tmdb.org/t/p/w1280/m9xwvflfh4hpjmlSapeDx2h9RCP.jpg,horror,Terror,Película,pendiente,NA,2014 - Exists.mp4,mp4,1264.4,/Volumes/horror/horror to-watch/2014 - Exists.mp4,1,horror: 2014 - Exists.mp4 (1264.4 MB)
124905,tt0831387,Godzilla,Godzilla,Godzilla,Godzilla,2014,2010s,2014-05-14,"Acción, Drama, Ciencia ficción",Gareth Edwards,Max Borenstein,Alexandre Desplat,"Aaron Taylor-Johnson, Elizabeth Olsen, Juliette Binoche, Bryan Cranston, Ken Watanabe, Sally Hawkins",,123,"Gareth Edwards dirige este ""reboot"", que se sitúa antes en el tiempo que la película de 1998 dirigida por Roland Emmerich, que nos llevará a conocer los orígenes del famoso monstruo japonés gigante Godzilla.  Protagonizada por Bryan Cranston, ganador del Globo de Oro por Breaking Bad, que da vida a Joe Brody un científico que descubre que algo terrible está a punto de suceder cuando una serie de tsunamis comienzan a llegar a las costas, anticipando la llegada de numerosos monstruos de gran tamaño mientras el ejército intenta defenderse en vano.","Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.","El mundo termina, Godzilla comienza.","The world ends, Godzilla begins.",PG-13,en,"English, Japanese, Tagalog",United States of America,Legendary Pictures,"japan, monster, san francisco, california, hawaii, giant monster, tsunami, remake, prehistoric creature, golden gate bridge, dinosaur, kaiju, honolulu, hawaii, disaster movie, global threat, animal horror, godzilla",Godzilla - Colección,160000000,524978362,6.353,9726,10.2328,https://image.tmdb.org/t/p/w500/iBZhbCVhLpyxAfW1B8ePUxjScrx.jpg,https://image.tmdb.org/t/p/w1280/cHvwgJPaT59H1HiQsvBrGD5I46g.jpg,library_pt1,Colección,Película,coleccion,NA,2014 - Godzilla.mp4,mp4,1887.1,/Volumes/library_pt1/2010s/2014 - Godzilla.mp4,1,library_pt1: 2014 - Godzilla.mp4 (1887.1 MB)
